"","studyid","region","RR","RR.CI1","RR.CI2","est","se","N","sparseN","W","pooled","Nstudies","method","X","Y","adj","agecat","sex","analysis","df","logHR.psi","logSE","HR.CI1","HR.CI2","severe"
"114","pooled",NA,1.88006295130979,1.61298875023757,2.19135855744009,0.631305261020508,0.0781716511918372,NA,NA,NA,1,7,"FE","stunt_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"115","pooled","Africa",1.7722563208562,1.41861222031883,2.21405992548749,0.572253492318051,0.11355837153977,NA,NA,NA,1,4,"RE","stunt_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"116","pooled","South Asia",1.98278312541763,1.60521837373844,2.44915519704955,0.684501476646745,0.107776362712173,NA,NA,NA,1,3,"RE","stunt_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"117","Burkina Faso Zn","Africa",4.01262907174386,1.19740029414218,13.4467914749753,1.38944665535157,0.633386965506426,4538,3,"",0,NA,NA,"wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"118","iLiNS-DYAD-M","Africa",19.191507671566,2.32782714691583,158.222214736073,2.95446787241375,1.1182381755915,632,1,"",0,NA,NA,"wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"119","JiVitA-3","South Asia",1.33593859117476,0.834493594691374,2.13870056132674,0.289634109368497,0.196704336335783,15651,32,"",0,NA,NA,"wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"120","JiVitA-4","South Asia",1.74763221002579,0.509924077944126,5.98955506049727,0.558261848931128,0.62923450494565,2815,3,"",0,NA,NA,"wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"121","Keneba","Africa",1.22756192298342,0.288960138653078,5.21493477191301,0.205030025836495,0.736030377493891,1850,2,"",0,NA,NA,"wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"122","VITAMIN-A","South Asia",5.98183152859428,1.90247913019978,18.8082528047112,1.78872679675438,0.585573358493353,1678,5,"",0,NA,NA,"wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"123","ZVITAMBO","Africa",1.85597512486859,1.31462336085997,2.62025137137196,0.618410231724941,0.165385554562906,6867,44,"",0,NA,NA,"wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"124","pooled",NA,1.92243840399294,1.29926963258449,2.84449765041868,0.653594382348855,0.199893926964704,NA,NA,NA,1,6,"RE","wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"125","pooled",NA,1.75405188908922,1.39268943892788,2.20917739706992,0.561928476801595,0.11769987291692,NA,NA,NA,1,6,"FE","wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"126","pooled","Africa",1.90931859111096,1.40531342075056,2.59408145438114,0.646746419824408,0.156370442167849,NA,NA,NA,1,3,"RE","wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"127","pooled","South Asia",2.16695696383302,0.888324668857779,5.28602058202685,0.773323862566067,0.454970330252527,NA,NA,NA,1,3,"RE","wast_uwt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"128","Burkina Faso Zn","Africa",3.64759156049058,1.58889833514949,8.37367872936334,1.29406710335899,0.430064684628173,4804,9,"",0,NA,NA,"co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"129","iLiNS-DYAD-M","Africa",4.26502304804705,0.50759360812065,35.8365852314848,1.45044758492601,1.09560678430551,653,1,"",0,NA,NA,"co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"130","JiVitA-3","South Asia",2.21407490376757,1.59424490011519,3.07488998656303,0.794834665587499,0.144208461906382,15685,70,"",0,NA,NA,"co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"131","JiVitA-4","South Asia",2.76578454505964,1.24866804819478,6.12617914004433,1.01732433615937,0.403824118494156,3078,10,"",0,NA,NA,"co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"132","Keneba","Africa",4.76031800906064,2.3561977569678,9.6174556997071,1.56031447463792,0.368097451217246,1887,11,"",0,NA,NA,"co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"133","VITAMIN-A","South Asia",7.33872514416251,3.02335247581746,17.8136314479843,1.99316514145985,0.453172418773685,1950,7,"",0,NA,NA,"co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"134","ZVITAMBO","Africa",3.17663277662102,2.44592179006308,4.12564123615855,1.15582176051119,0.134010102991868,6765,77,"",0,NA,NA,"co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"135","pooled",NA,3.25841611901463,2.38038811994795,4.46031280179912,1.18124122425078,0.160192690946119,NA,NA,NA,1,6,"RE","co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"136","pooled",NA,2.9279678065615,2.46149145249526,3.48284592561553,1.07430860101181,0.0885414047345815,NA,NA,NA,1,6,"FE","co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"137","pooled","Africa",3.35461773720328,2.64711564999862,4.2512159084416,1.21033782569174,0.120850618587146,NA,NA,NA,1,3,"RE","co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"138","pooled","South Asia",3.24044815280037,1.64565236154516,6.38075481575465,1.17571163900462,0.345701408690535,NA,NA,NA,1,3,"RE","co","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"139","Burkina Faso Zn","Africa",0.430568804355308,0.0595559595774963,3.11286219883208,-0.842648143598462,1.01363083646434,7166,1,"",0,NA,NA,"sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"140","iLiNS-DOSE","Africa",1.22166601698307e-08,6.43978437836113e-09,2.31757426858306e-08,-18.220465229083,7444.39957625493,1250,0,"",0,NA,NA,"sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"141","iLiNS-DYAD-M","Africa",0.614161058021731,0.0841098508129538,4.48453779842254,-0.487498075750465,1.03519234044974,1069,1,"",0,NA,NA,"sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"142","JiVitA-3","South Asia",0.771283299273021,0.487985582136094,1.21904816354097,-0.259699528975919,0.21747930572434,26705,22,"hfoodsec",0,NA,NA,"sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"143","JiVitA-4","South Asia",2.43644546539888,1.02933747837101,5.76707506585428,0.890540200698744,0.437824639110912,5379,6,"",0,NA,NA,"sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"144","Keneba","Africa",0.987078404181959,0.394842425277336,2.46762686486398,-0.0130058058424414,0.523955765734033,2923,4,"",0,NA,NA,"sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"145","VITAMIN-A","South Asia",3.57660988431209e-08,2.72299607938418e-08,4.6978173642659e-08,-17.1462653518787,2166.93660830532,3778,0,"",0,NA,NA,"sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"146","ZVITAMBO","Africa",0.863662937905571,0.625700056656971,1.19212658265846,-0.146572704458817,0.167182494610366,13749,38,"W_mbmi, single",0,NA,NA,"sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"147","pooled",NA,0.994394888329622,0.662888975819041,1.49168447508775,-0.00562087925578461,0.206901469821195,NA,NA,NA,1,4,"RE","sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"148","pooled",NA,0.910930657026658,0.71537372721426,1.15994567642612,-0.0932885020433423,0.123296773162188,NA,NA,NA,1,4,"FE","sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"149","pooled","Africa",0.874388285431741,0.639926234795141,1.19475469535175,-0.134230739474258,0.159271238739532,NA,NA,NA,1,2,"RE","sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"150","pooled","South Asia",1.28743746659098,0.419854135258728,3.94778827023054,0.252653782738134,0.571684544779315,NA,NA,NA,1,2,"RE","sstunt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"151","Burkina Faso Zn","Africa",2.2552358527905e-06,1.09334907187156e-06,4.65184348033105e-06,-13.002255999441,3121.9880471411,7166,0,"",0,NA,NA,"swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"152","iLiNS-DOSE","Africa",2.25718201534623e-06,2.88959091115027e-07,1.76318060481937e-05,-13.001393418566,7092.37774681951,1249,0,"",0,NA,NA,"swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"153","iLiNS-DYAD-M","Africa",56.5528130804222,9.54492927547694,335.070127290112,4.03517494633677,1.04769005162018,1069,1,"",0,NA,NA,"swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"154","JiVitA-3","South Asia",0.874008647246944,0.445052697117298,1.71640599059464,-0.134665009500323,0.450394972798039,26661,5,"",0,NA,NA,"swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"155","JiVitA-4","South Asia",8.28303478013571e-07,4.40161745193252e-07,1.55871485694004e-06,-14.0038862303729,3342.880343385,5324,0,"",0,NA,NA,"swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"156","Keneba","Africa",3.02334490652093e-07,1.7965556731167e-07,5.0878548104934e-07,-15.0117318475505,2988.36002514694,2922,0,"",0,NA,NA,"swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"157","VITAMIN-A","South Asia",8.28410340458183e-07,4.03432177460891e-07,1.70106335220266e-06,-14.003757225057,2874.38489001368,3778,0,"",0,NA,NA,"swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"158","ZVITAMBO","Africa",5.15200388947678,3.09901003494666,8.56503973135429,1.63938574374679,0.233030342700535,10501,19,"",0,NA,NA,"swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"159","pooled",NA,2.21273328027337,0.389690108741912,12.5643131806357,0.794228529753508,0.886036723692721,NA,NA,NA,1,2,"RE","swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"160","pooled",NA,3.54226685974987,2.36105276208506,5.31443206487315,1.2647668780669,0.20696901676874,NA,NA,NA,1,2,"FE","swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"161","pooled","Africa",5.15200388947678,3.26299756724698,8.13458898762786,1.63938574374679,0.233030342700535,NA,NA,NA,1,1,"RE","swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"162","pooled","South Asia",0.874008647246944,0.361519550882043,2.11300084213614,-0.134665009500323,0.450394972798039,NA,NA,NA,1,1,"RE","swast","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"163","Burkina Faso Zn","Africa",9.02933616822461,2.76964382690279,29.4366051139436,2.20047885068725,0.603132049682276,7166,3,"",0,NA,NA,"sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"164","iLiNS-DOSE","Africa",8.26843324043244e-07,3.2819216453849e-07,2.08313895450939e-06,-14.0056506108463,4336.63670483903,1867,0,"",0,NA,NA,"sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"165","iLiNS-DYAD-M","Africa",8.28361922536081e-07,2.32133170172381e-07,2.95599062468373e-06,-14.0038156735513,6280.93918172955,1204,0,"",0,NA,NA,"sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"166","JiVitA-3","South Asia",1.18273958756588,0.698139944151164,2.00371421763632,0.167833431910477,0.194543133788842,26954,28,"hfoodsec",0,NA,NA,"sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"167","JiVitA-4","South Asia",1.63876843806372,0.388818631629559,6.90697866596179,0.493945007329944,0.723586802880341,5377,2,"",0,NA,NA,"sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"168","Keneba","Africa",1.91549594656194,0.264543573820286,13.8696422230531,0.649976569031002,1.01023755560782,2931,1,"",0,NA,NA,"sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"169","VITAMIN-A","South Asia",1.17007831347214,0.284821684102065,4.80680838600475,0.157070681161215,0.720843661038954,3893,2,"",0,NA,NA,"sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"170","ZVITAMBO","Africa",5.35101256103158,3.62229229339761,7.90475563788932,1.67728580674401,0.200545814040555,10553,26,"single",0,NA,NA,"sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"171","pooled",NA,2.6237786421509,1.13365082873259,6.07260559294406,0.964615508587033,0.428149113197144,NA,NA,NA,1,5,"RE","sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"172","pooled",NA,2.51769123635893,1.9458367819694,3.2576057870707,0.923342305529496,0.13145418310502,NA,NA,NA,1,5,"FE","sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"173","pooled","Africa",5.63711219715343,3.8821178240564,8.18548930338552,1.72937191260075,0.190301569864651,NA,NA,NA,1,2,"RE","sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"174","pooled","South Asia",1.2065131754277,0.844854956094411,1.72298692453661,0.187734526394394,0.181798388951657,NA,NA,NA,1,3,"RE","sunderwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"175","Burkina Faso Zn","Africa",0.861410739403194,0.32718835700697,2.26789384789554,-0.14918383905745,0.644664784041331,7166,3,"",0,NA,NA,"sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"176","iLiNS-DOSE","Africa",2.97337575855199,0.387167958129152,22.8349562920066,1.08969792639331,1.0289992224591,1868,1,"",0,NA,NA,"sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"177","iLiNS-DYAD-M","Africa",4.58384733975736,0.625384929012131,33.5979577688113,1.52253867601263,1.03398518118951,1206,1,"",0,NA,NA,"sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"178","JiVitA-3","South Asia",2.55390885274046,1.73990823542106,3.74873243043628,0.937625068931407,0.122711055797792,26880,93,"hfoodsec, W_meducyrs, W_feducyrs, hhwealth_quart, W_parity, impsan, impfloor, vagbrth",0,NA,NA,"sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"179","JiVitA-4","South Asia",4.01474811148843,1.88501295847239,8.55071172124041,1.38997460856604,0.388236665313494,5433,8,"",0,NA,NA,"sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"180","Keneba","Africa",2.04838555669272,0.753828296507143,5.56609961221796,0.717051949562418,0.534830070666699,2930,4,"",0,NA,NA,"sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"181","VITAMIN-A","South Asia",0.942318792831545,0.339550449998144,2.61511862914143,-0.0594116403924243,0.520846819341118,3891,4,"",0,NA,NA,"sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"182","ZVITAMBO","Africa",3.2684064400471,2.42486281501763,4.40539588102995,1.18430253892395,0.152650373238113,13816,47,"single, W_mbmi, W_meducyrs",0,NA,NA,"sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"183","pooled",NA,2.45438692315896,1.73758460970595,3.46689026532823,0.897877004258975,0.176214801405176,NA,NA,NA,1,6,"RE","sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"184","pooled",NA,2.69016576841709,2.25844739190204,3.20441020123485,0.989602815661946,0.0892475679593762,NA,NA,NA,1,6,"FE","sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"185","pooled","Africa",2.18328463784875,1.05530505360583,4.51692313381717,0.780830457454947,0.370918664278337,NA,NA,NA,1,3,"RE","sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"186","pooled","South Asia",2.33434610487277,1.21502386069113,4.48482693519704,0.847731811162417,0.33314698782338,NA,NA,NA,1,3,"RE","sstunt_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"187","Burkina Faso Zn","Africa",3.02440438743341e-07,1.93637457910555e-07,4.7237874311238e-07,-15.0113814755784,3564.0210514052,7166,0,"",0,NA,NA,"swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"188","iLiNS-DOSE","Africa",8.2762372198561e-07,3.07253534709516e-07,2.22930234420538e-06,-14.0047072278976,4749.72253510666,1867,0,"",0,NA,NA,"swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"189","iLiNS-DYAD-M","Africa",3.03319617595868e-07,1.13643652229862e-07,8.09572629999724e-07,-15.0084787438429,6416.54985607603,1204,0,"",0,NA,NA,"swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"190","JiVitA-3","South Asia",0.862557717491732,0.384541585514012,1.93478636389883,-0.147853213484593,0.285621862294479,26954,14,"",0,NA,NA,"swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"191","JiVitA-4","South Asia",3.78287589153884,0.899949409152305,15.9010605099069,1.33048453822372,0.722754674042156,5377,2,"",0,NA,NA,"swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"192","Keneba","Africa",3.7387377479242,0.896324381956025,15.5949790378893,1.31874805390528,0.722562817952008,2931,2,"",0,NA,NA,"swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"193","VITAMIN-A","South Asia",8.42866118297141,3.79734045887784,18.7084434768651,2.13163794362082,0.405755192183916,3893,7,"",0,NA,NA,"swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"194","ZVITAMBO","Africa",1.3196695113346,0.917611441123711,1.89789222441845,0.277381335049366,0.181614769987078,10553,32,"single, W_mbmi",0,NA,NA,"swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"195","pooled",NA,2.44786678754885,1.01518786553041,5.90240684807045,0.895216946318469,0.449052684570962,NA,NA,NA,1,5,"RE","swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"196","pooled",NA,1.59853916477954,1.21961025177338,2.09520005068708,0.469090190174476,0.138040228688209,NA,NA,NA,1,5,"FE","swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"197","pooled","Africa",1.75632363951246,0.706367616644754,4.36695093889283,0.563222783192391,0.464715437110953,NA,NA,NA,1,2,"RE","swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"198","pooled","South Asia",2.89725123642008,0.704211200413808,11.9198114457782,1.06376243798871,0.72165275776336,NA,NA,NA,1,3,"RE","swast_suwt","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"199","Burkina Faso Zn","Africa",8.52262196307119,3.2703125033982,22.2104416779583,2.14272403564283,0.502035166547168,7166,5,"",0,NA,NA,"sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"200","iLiNS-DOSE","Africa",2.25396264275475e-06,6.63900809774319e-07,7.65226901389221e-06,-13.0028207162397,3718.97747153839,1868,0,"",0,NA,NA,"sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"201","iLiNS-DYAD-M","Africa",8.26297307669735e-07,2.58959105924317e-07,2.63658324825155e-06,-14.0063111915409,4605.26428087986,1206,0,"",0,NA,NA,"sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"202","JiVitA-3","South Asia",4.06380731881042,2.45429035575613,6.72884114370781,1.40212029744217,0.236410989764034,26880,19,"",0,NA,NA,"sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"203","JiVitA-4","South Asia",6.00983135037305,1.47105652976469,24.5524710499768,1.7933966866514,0.722820909412318,5433,2,"",0,NA,NA,"sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"204","Keneba","Africa",19.5334495445534,9.0185566529881,42.307839911744,2.97212835727703,0.419504966498128,2930,7,"",0,NA,NA,"sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"205","VITAMIN-A","South Asia",9.44680604882785,4.51898881192763,19.7482552487451,2.24567670012508,0.385045311842078,3891,8,"",0,NA,NA,"sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"206","ZVITAMBO","Africa",4.93995252623873,3.43846464571155,7.09710102499615,1.59735572108052,0.204148788400353,13816,25,"single",0,NA,NA,"sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"207","pooled",NA,7.14509982563709,4.37285287258479,11.6748614705032,1.96642678268201,0.250515895571955,NA,NA,NA,1,6,"RE","sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"208","pooled",NA,5.95317860513831,4.62418987471324,7.6641177081584,1.78392529626416,0.12888984840134,NA,NA,NA,1,6,"FE","sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"209","pooled","Africa",8.84411018900898,3.84554922889737,20.3399515594707,2.17975172209997,0.424915962743537,NA,NA,NA,1,3,"RE","sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"210","pooled","South Asia",5.76221513685731,3.10304992341026,10.7001576200673,1.75132197314986,0.315783928090262,NA,NA,NA,1,3,"RE","sev_co","dead",1,"overall",NA,"No overlap",NA,NA,NA,NA,NA,0
"211","Burkina Faso Zn","Africa",0.645387377874664,0.0863415361109536,4.82415400838684,-0.437904556613677,1.03331240342382,4615,1,"",0,NA,NA,"sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"212","iLiNS-DYAD-M","Africa",1.04003004151699,0.13542647864081,7.98708271907976,0.0392495988101168,1.09631320072157,732,1,"",0,NA,NA,"sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"213","JiVitA-3","South Asia",0.946954888296328,0.604413335122405,1.48362636685822,-0.0545038233654213,0.229045523882822,15298,22,"",0,NA,NA,"sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"214","JiVitA-4","South Asia",2.98216165701433,1.15978893049967,7.66802296063905,1.09264842581025,0.478735288708249,2860,6,"",0,NA,NA,"sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"215","Keneba","Africa",1.19674651858074,0.431566025922604,3.31861672075174,0.179606640224829,0.558209483627389,1901,4,"",0,NA,NA,"sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"216","VITAMIN-A","South Asia",1.10411652757755e-08,5.21985860412088e-09,2.33545273718239e-08,-18.3216352513255,7650.50133966207,1807,0,"",0,NA,NA,"sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"217","ZVITAMBO","Africa",0.753047764398271,0.531083075000863,1.06778197641548,-0.283626621058159,0.179525345926931,7104,38,"",0,NA,NA,"sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"218","pooled",NA,1.1144454266893,0.653941283242595,1.8992356667104,0.108356906013481,0.271987050277346,NA,NA,NA,1,4,"RE","sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"219","pooled",NA,0.925001567719022,0.714569830909303,1.19740277754778,-0.0779598466397728,0.13169117642615,NA,NA,NA,1,4,"FE","sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"220","pooled","Africa",0.786467015567789,0.562605368702109,1.09940359794826,-0.24020449561144,0.170904257498796,NA,NA,NA,1,2,"RE","sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"221","pooled","South Asia",1.55588470871842,0.51069577091869,4.74015522483978,0.442044328357085,0.568380385035814,NA,NA,NA,1,2,"RE","sstunt","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"222","Burkina Faso Zn","Africa",8.28432795000103e-07,3.55206197512638e-07,1.9321197114171e-06,-14.0037301198453,6055.48179546777,4277,0,"",0,NA,NA,"swast","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"223","iLiNS-DYAD-M","Africa",84.0734674384622,13.3730592592253,528.551305285671,4.43169102895543,1.12307303087675,626,1,"",0,NA,NA,"swast","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"224","JiVitA-3","South Asia",1.14710966276277,0.507485756851384,2.59290149652232,0.137245441914249,0.459252578066771,14211,5,"",0,NA,NA,"swast","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"225","JiVitA-4","South Asia",8.24743984362621e-07,3.899599380137e-07,1.74428851129429e-06,-14.0081928207563,3881.97545002106,2558,0,"",0,NA,NA,"swast","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"226","Keneba","Africa",2.9975594912387e-07,1.64821943277473e-07,5.45155743515813e-07,-15.0202971962837,3286.87752013824,1760,0,"",0,NA,NA,"swast","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"227","VITAMIN-A","South Asia",3.03100954482197e-07,1.09808071309846e-07,8.36643313302425e-07,-15.0091999038206,9010.39875661811,1504,0,"",0,NA,NA,"swast","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"228","ZVITAMBO","Africa",6.76842411958818,4.04740998351982,11.3187359939215,1.91226828576431,0.239429098481893,6530,19,"",0,NA,NA,"swast","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
"229","pooled",NA,2.90961319169635,0.511998161807073,16.5349205462254,1.06802014853256,0.886456322807243,NA,NA,NA,1,2,"RE","swast","dead",0,"overall",NA,"No overlap",NA,NA,NA,NA,NA,1
